timestamp,p_kw,load_kw,tou_usd_kwh,grid_available
2025-06-01 00:00:00,0.0,201.25730221093522,0.05,1
2025-06-01 00:15:00,0.0,198.67895136709598,0.05,1
2025-06-01 00:30:00,0.0,206.40422650449582,0.05,1
2025-06-01 00:45:00,0.0,201.0490011719181,0.05,1
2025-06-01 01:00:00,0.0,194.6433062706173,0.05,1
2025-06-01 01:15:00,0.0,203.61595056209686,0.05,1
2025-06-01 01:30:00,0.0,213.04000052258016,0.05,1
2025-06-01 01:45:00,0.0,209.47080997626088,0.05,1
2025-06-01 02:00:00,0.0,192.96264911133866,0.05,1
2025-06-01 02:15:00,0.0,187.3457914865649,0.05,1
2025-06-01 02:30:00,0.0,193.76728152912233,0.05,1
2025-06-01 02:45:00,0.0,200.41336349272535,0.05,1
2025-06-01 03:00:00,0.0,176.7500215960123,0.05,1
2025-06-01 03:15:00,0.0,197.81333027954466,0.05,1
2025-06-01 03:30:00,0.0,187.5446474682455,0.05,1
2025-06-01 03:45:00,0.0,192.68884979827433,0.05,1
2025-06-01 04:00:00,0.0,194.5900435414739,0.05,1
2025-06-01 04:15:00,0.0,196.92398329500654,0.05,1
2025-06-01 04:30:00,0.0,204.33955666627105,0.05,1
2025-06-01 04:45:00,0.0,210.96025209338424,0.05,1
2025-06-01 05:00:00,0.0,199.81841356875543,0.05,1
2025-06-01 05:15:00,0.0,216.0997898714509,0.05,1
2025-06-01 05:30:00,0.0,197.59561355639647,0.05,1
2025-06-01 05:45:00,0.0,211.6108814151835,0.05,1
2025-06-01 06:00:00,0.0,223.17958710482776,0.15,1
2025-06-01 06:15:00,0.0,222.66829758689406,0.15,1
2025-06-01 06:30:00,0.0,223.8233599133879,0.15,1
2025-06-01 06:45:00,0.0,234.45609927636423,0.15,1
2025-06-01 07:00:00,0.0,254.68768397954236,0.15,1
2025-06-01 07:15:00,0.0,278.5169714304015,0.15,1
2025-06-01 07:30:00,0.0,273.6985838242421,0.15,1
2025-06-01 07:45:00,0.0,293.8178681038855,0.15,1
2025-06-01 08:00:00,0.0,297.61162485128284,0.15,1
2025-06-01 08:15:00,0.0,304.95280687147886,0.15,1
2025-06-01 08:30:00,0.0,291.34346153713983,0.15,1
2025-06-01 08:45:00,0.0,280.3789342605472,0.15,1
2025-06-01 09:00:00,0.0,252.13194438803245,0.15,1
2025-06-01 09:15:00,0.0,244.19049261200877,0.15,1
2025-06-01 09:30:00,0.0,241.57759928996748,0.15,1
2025-06-01 09:45:00,0.0,238.1757138140471,0.15,1
2025-06-01 10:00:00,0.0,200.09089305061718,0.15,1
2025-06-01 10:15:00,0.0,223.69742377799662,0.15,1
2025-06-01 10:30:00,0.0,218.1481157960164,0.15,1
2025-06-01 10:45:00,0.0,210.18157886265604,0.15,1
2025-06-01 11:00:00,0.0,203.7701451423825,0.15,1
2025-06-01 11:15:00,0.0,197.3613956219539,0.15,1
2025-06-01 11:30:00,0.0,214.81490304109997,0.15,1
2025-06-01 11:45:00,0.0,219.69962872385875,0.15,1
2025-06-01 12:00:00,0.0,218.0529181954452,0.15,1
2025-06-01 12:15:00,0.0,213.16379109295875,0.15,1
2025-06-01 12:30:00,0.0,203.5779042116296,0.15,1
2025-06-01 12:45:00,0.0,187.91807600729794,0.15,1
2025-06-01 13:00:00,0.0,199.95612931697903,0.15,1
2025-06-01 13:15:00,0.0,206.5658979063721,0.15,1
2025-06-01 13:30:00,0.0,187.1194093687237,0.15,1
2025-06-01 13:45:00,0.0,203.96098542556268,0.15,1
2025-06-01 14:00:00,0.0,204.32605232700539,0.15,1
2025-06-01 14:15:00,0.0,207.0335944084985,0.15,1
2025-06-01 14:30:00,0.0,188.32345869469614,0.15,1
2025-06-01 14:45:00,0.0,193.77639797007234,0.15,1
2025-06-01 15:00:00,0.0,196.50497382326822,0.15,1
2025-06-01 15:15:00,0.0,190.01885668818838,0.15,1
2025-06-01 15:30:00,0.0,221.21432342509686,0.15,1
2025-06-01 15:45:00,0.0,201.24783575735373,0.15,1
2025-06-01 16:00:00,0.0,214.2946037454493,0.4,1
2025-06-01 16:15:00,0.0,214.49180695291375,0.4,1
2025-06-01 16:30:00,0.0,243.86323968508177,0.4,1
2025-06-01 16:45:00,0.0,252.24830005041864,0.4,1
2025-06-01 17:00:00,0.0,256.39257014187075,0.4,1
2025-06-01 17:15:00,0.0,231.69888326750947,0.4,1
2025-06-01 17:30:00,0.0,271.3037035838825,0.4,1
2025-06-01 17:45:00,0.0,287.0261261780855,0.4,1
2025-06-01 18:00:00,0.0,294.0554620617904,0.4,1
2025-06-01 18:15:00,0.0,268.96400413684086,0.4,1
2025-06-01 18:30:00,0.0,295.25154337849557,0.4,1
2025-06-01 18:45:00,0.0,243.1960041075525,0.4,1
2025-06-01 19:00:00,0.0,240.30222444889858,0.4,1
2025-06-01 19:15:00,0.0,247.6895571408004,0.4,1
2025-06-01 19:30:00,0.0,226.5264463325759,0.4,1
2025-06-01 19:45:00,0.0,239.05733024748744,0.4,1
2025-06-01 20:00:00,0.0,212.8140677773105,0.4,1
2025-06-01 20:15:00,0.0,199.83131335258005,0.4,1
2025-06-01 20:30:00,0.0,199.67296370687237,0.4,1
2025-06-01 20:45:00,0.0,190.8125861665952,0.4,1
2025-06-01 21:00:00,0.0,188.05514308101183,0.4,1
2025-06-01 21:15:00,0.0,206.7238257121076,0.4,1
2025-06-01 21:30:00,0.0,205.99174259379407,0.4,1
2025-06-01 21:45:00,0.0,213.02087095952794,0.4,1
2025-06-01 22:00:00,0.0,192.47976652946585,0.05,1
2025-06-01 22:15:00,0.0,216.9014517111755,0.05,1
2025-06-01 22:30:00,0.0,197.12928208860885,0.05,1
2025-06-01 22:45:00,0.0,215.74517075178306,0.05,1
2025-06-01 23:00:00,0.0,195.67243320905678,0.05,1
2025-06-01 23:15:00,0.0,192.6452468204422,0.05,1
2025-06-01 23:30:00,0.0,202.49787558194078,0.05,1
2025-06-01 23:45:00,0.0,210.31453641412335,0.05,1
2025-06-02 00:00:00,0.0,201.61009576715472,0.05,1
2025-06-02 00:15:00,0.0,194.14471175877543,0.05,1
2025-06-02 00:30:00,0.0,186.58780285929024,0.05,1
2025-06-02 00:45:00,0.0,185.98479785118434,0.05,1
2025-06-02 01:00:00,0.0,205.02682850109593,0.05,1
2025-06-02 01:15:00,0.0,209.89713034626118,0.05,1
2025-06-02 01:30:00,0.0,198.35705414011326,0.05,1
2025-06-02 01:45:00,0.0,189.2563517293938,0.05,1
2025-06-02 02:00:00,0.0,208.7304231156971,0.05,1
2025-06-02 02:15:00,0.0,187.1960667449271,0.05,1
2025-06-02 02:30:00,0.0,192.86934508270065,0.05,1
2025-06-02 02:45:00,0.0,206.21028523413682,0.05,1
2025-06-02 03:00:00,0.0,177.49891900209258,0.05,1
2025-06-02 03:15:00,0.0,203.86498104119153,0.05,1
2025-06-02 03:30:00,0.0,194.18748164757884,0.05,1
2025-06-02 03:45:00,0.0,201.10482361943488,0.05,1
2025-06-02 04:00:00,0.0,199.2764040254174,0.05,1
2025-06-02 04:15:00,0.0,202.11041975122987,0.05,1
2025-06-02 04:30:00,0.0,207.16806095361855,0.05,1
2025-06-02 04:45:00,0.0,192.9056238088383,0.05,1
2025-06-02 05:00:00,0.0,215.3996482987772,0.05,1
2025-06-02 05:15:00,0.0,209.6231095436576,0.05,1
2025-06-02 05:30:00,0.0,213.01637511527102,0.05,1
2025-06-02 05:45:00,0.0,220.06797071323683,0.05,1
2025-06-02 06:00:00,0.0,221.94235291601188,0.15,1
2025-06-02 06:15:00,0.0,230.98002757213902,0.15,1
2025-06-02 06:30:00,0.0,233.3438911044848,0.15,1
2025-06-02 06:45:00,0.0,228.24947432383178,0.15,1
2025-06-02 07:00:00,0.0,258.89307000281116,0.15,1
2025-06-02 07:15:00,9.241841656329237,264.88451317355515,0.15,1
2025-06-02 07:30:00,18.483683312658474,267.7444465538425,0.15,1
2025-06-02 07:45:00,27.725524968987713,300.76035652924446,0.15,1
2025-06-02 08:00:00,36.96736662531695,291.4717581877854,0.15,1
2025-06-02 08:15:00,42.87959264875959,281.63467563586005,0.15,1
2025-06-02 08:30:00,48.79181867220224,273.2174533449662,0.15,1
2025-06-02 08:45:00,54.70404469564488,279.1811902040625,0.15,1
2025-06-02 09:00:00,60.616270719087524,265.32751313272036,0.15,1
2025-06-02 09:15:00,69.66199715041907,262.03523662074645,0.15,1
2025-06-02 09:30:00,78.70772358175061,232.30351289324997,0.15,1
2025-06-02 09:45:00,87.75345001308216,233.17148252179797,0.15,1
2025-06-02 10:00:00,96.7991764444137,228.50505612890757,0.15,1
2025-06-02 10:15:00,121.42658695040323,219.91514029811066,0.15,1
2025-06-02 10:30:00,146.05399745639278,180.22103329596766,0.15,1
2025-06-02 10:45:00,170.6814079623823,214.70628947544427,0.15,1
2025-06-02 11:00:00,195.30881846837184,204.52596392565331,0.15,1
2025-06-02 11:15:00,190.73288874715618,204.75709711426177,0.15,1
2025-06-02 11:30:00,186.15695902594052,203.9350836271028,0.15,1
2025-06-02 11:45:00,181.5810293047249,203.91764595617806,0.15,1
2025-06-02 12:00:00,177.00509958350924,203.2282254608397,0.15,1
2025-06-02 12:15:00,174.3823735941155,196.42261874719716,0.15,1
2025-06-02 12:30:00,171.7596476047218,180.98729214124305,0.15,1
2025-06-02 12:45:00,169.13692161532808,198.91218890343976,0.15,1
2025-06-02 13:00:00,166.51419562593435,191.9633253552956,0.15,1
2025-06-02 13:15:00,159.68134255742257,210.8028062392074,0.15,1
2025-06-02 13:30:00,152.8484894889108,197.115520491785,0.15,1
2025-06-02 13:45:00,146.01563642039903,200.8443691738824,0.15,1
2025-06-02 14:00:00,139.18278335188725,191.52963886824512,0.15,1
2025-06-02 14:15:00,123.24406048472876,194.96267654025556,0.15,1
2025-06-02 14:30:00,107.30533761757027,200.05956782558604,0.15,1
2025-06-02 14:45:00,91.36661475041177,185.52291482358345,0.15,1
2025-06-02 15:00:00,75.42789188325328,203.9089321079048,0.15,1
2025-06-02 15:15:00,60.42275903494654,200.7531406160678,0.15,1
2025-06-02 15:30:00,45.417626186639794,191.44936907040375,0.15,1
2025-06-02 15:45:00,30.41249333833305,181.61922312923667,0.15,1
2025-06-02 16:00:00,15.407360490026308,216.23508022114873,0.4,1
2025-06-02 16:15:00,11.555520367519732,214.0679447096459,0.4,1
2025-06-02 16:30:00,7.703680245013154,219.98383910019857,0.4,1
2025-06-02 16:45:00,3.8518401225065766,233.8326447708657,0.4,1
2025-06-02 17:00:00,0.0,271.0942055889212,0.4,1
2025-06-02 17:15:00,0.0,259.7387914938696,0.4,1
2025-06-02 17:30:00,0.0,271.77170976181924,0.4,1
2025-06-02 17:45:00,0.0,256.90264827184353,0.4,1
2025-06-02 18:00:00,0.0,303.0627469289854,0.4,1
2025-06-02 18:15:00,0.0,290.2705779756981,0.4,1
2025-06-02 18:30:00,0.0,285.03536773838573,0.4,1
2025-06-02 18:45:00,0.0,261.00783653305166,0.4,1
2025-06-02 19:00:00,0.0,259.91291760043475,0.4,1
2025-06-02 19:15:00,0.0,241.01546463887254,0.4,1
2025-06-02 19:30:00,0.0,232.90038155559452,0.4,1
2025-06-02 19:45:00,0.0,215.64762762014607,0.4,1
2025-06-02 20:00:00,0.0,195.29006700688026,0.4,1
2025-06-02 20:15:00,0.0,216.98072476130537,0.4,1
2025-06-02 20:30:00,0.0,183.82529355130472,0.4,1
2025-06-02 20:45:00,0.0,199.40229111856758,0.4,1
2025-06-02 21:00:00,0.0,198.83440668060027,0.4,1
2025-06-02 21:15:00,0.0,189.95706789313473,0.4,1
2025-06-02 21:30:00,0.0,206.3115954584808,0.4,1
2025-06-02 21:45:00,0.0,198.06670086381845,0.4,1
2025-06-02 22:00:00,0.0,195.6575675422732,0.05,1
2025-06-02 22:15:00,0.0,205.2082350595367,0.05,1
2025-06-02 22:30:00,0.0,195.23733844108335,0.05,1
2025-06-02 22:45:00,0.0,213.89087836086375,0.05,1
2025-06-02 23:00:00,0.0,203.5148541331316,0.05,1
2025-06-02 23:15:00,0.0,195.25675095653054,0.05,1
2025-06-02 23:30:00,0.0,180.5573697372942,0.05,1
2025-06-02 23:45:00,0.0,186.92247297740687,0.05,1
2025-06-03 00:00:00,0.0,210.86830784768497,0.05,1
2025-06-03 00:15:00,0.0,199.49395936889562,0.05,1
2025-06-03 00:30:00,0.0,197.1687493432648,0.05,1
2025-06-03 00:45:00,0.0,216.43251614284432,0.05,1
2025-06-03 01:00:00,0.0,187.1735075614039,0.05,1
2025-06-03 01:15:00,0.0,194.14342201398355,0.05,1
2025-06-03 01:30:00,0.0,195.27412329774984,0.05,1
2025-06-03 01:45:00,0.0,205.86337315434056,0.05,1
2025-06-03 02:00:00,0.0,193.36464948942935,0.05,1
2025-06-03 02:15:00,0.0,193.86582792655497,0.05,1
2025-06-03 02:30:00,0.0,183.94853086032046,0.05,1
2025-06-03 02:45:00,0.0,207.2936012994512,0.05,1
2025-06-03 03:00:00,0.0,208.0617812714764,0.05,1
2025-06-03 03:15:00,0.0,195.2374632078473,0.05,1
2025-06-03 03:30:00,0.0,201.6374387064697,0.05,1
2025-06-03 03:45:00,0.0,187.0847269751137,0.05,1
2025-06-03 04:00:00,0.0,195.3146233369774,0.05,1
2025-06-03 04:15:00,0.0,213.87398150442712,0.05,1
2025-06-03 04:30:00,0.0,201.57754100136583,0.05,1
2025-06-03 04:45:00,0.0,223.6709951342734,0.05,1
2025-06-03 05:00:00,0.0,193.19524762501487,0.05,1
2025-06-03 05:15:00,0.0,208.1483977953981,0.05,1
2025-06-03 05:30:00,0.0,202.39568545110725,0.05,1
2025-06-03 05:45:00,0.0,213.83921028969195,0.05,1
2025-06-03 06:00:00,0.0,213.456534970064,0.15,1
2025-06-03 06:15:00,0.0,215.40769756403586,0.15,1
2025-06-03 06:30:00,0.0,222.3807094763254,0.15,1
2025-06-03 06:45:00,0.0,283.46237310542057,0.15,1
2025-06-03 07:00:00,0.0,259.645054623521,0.15,1
2025-06-03 07:15:00,35.673486720187526,247.70607653275556,0.15,1
2025-06-03 07:30:00,71.34697344037505,278.9017440419803,0.15,1
2025-06-03 07:45:00,107.02046016056258,306.9896139079936,0.15,1
2025-06-03 08:00:00,142.6939468807501,292.49987350222875,0.15,1
2025-06-03 08:15:00,139.52819193616324,317.12073383831626,0.15,1
2025-06-03 08:30:00,136.3624369915764,302.69673984160386,0.15,1
2025-06-03 08:45:00,133.19668204698957,273.38561766449277,0.15,1
2025-06-03 09:00:00,130.0309271024027,254.498839307009,0.15,1
2025-06-03 09:15:00,151.8749357689441,233.4351689920895,0.15,1
2025-06-03 09:30:00,173.71894443548553,224.32935198755018,0.15,1
2025-06-03 09:45:00,195.56295310202697,205.30213827229832,0.15,1
2025-06-03 10:00:00,217.40696176856838,226.39247780521197,0.15,1
2025-06-03 10:15:00,220.02096993506433,224.49573560879844,0.15,1
2025-06-03 10:30:00,222.6349781015603,191.55635839015187,0.15,1
2025-06-03 10:45:00,225.24898626805626,190.32791085431248,0.15,1
2025-06-03 11:00:00,227.8629944345522,183.32754912413375,0.15,1
2025-06-03 11:15:00,240.12952804445067,190.8455534787735,0.15,1
2025-06-03 11:30:00,252.39606165434913,169.12140572338907,0.15,1
2025-06-03 11:45:00,264.66259526424756,188.66054543186343,0.15,1
2025-06-03 12:00:00,276.92912887414604,213.0048768914428,0.15,1
2025-06-03 12:15:00,266.5955936633171,196.55503446028138,0.15,1
2025-06-03 12:30:00,256.2620584524882,208.55004259356588,0.15,1
2025-06-03 12:45:00,245.92852324165924,195.1116200139653,0.15,1
2025-06-03 13:00:00,235.5949880308303,217.60740282006947,0.15,1
2025-06-03 13:15:00,222.14840314850247,201.99330296102994,0.15,1
2025-06-03 13:30:00,208.70181826617466,196.18314756237731,0.15,1
2025-06-03 13:45:00,195.25523338384681,225.53503795548116,0.15,1
2025-06-03 14:00:00,181.80864850151897,196.78168455294093,0.15,1
2025-06-03 14:15:00,163.76943639483147,187.8541555192605,0.15,1
2025-06-03 14:30:00,145.73022428814397,202.19586608199097,0.15,1
2025-06-03 14:45:00,127.69101218145644,200.01774509486776,0.15,1
2025-06-03 15:00:00,109.65180007476894,211.59934844021282,0.15,1
2025-06-03 15:15:00,92.088923806499,192.52316366454485,0.15,1
2025-06-03 15:30:00,74.52604753822905,211.70355118234724,0.15,1
2025-06-03 15:45:00,56.963171269959105,215.16362240072704,0.15,1
2025-06-03 16:00:00,39.40029500168916,203.78850314450946,0.4,1
2025-06-03 16:15:00,29.55022125126687,219.07486937214432,0.4,1
2025-06-03 16:30:00,19.70014750084458,216.58585512990248,0.4,1
2025-06-03 16:45:00,9.85007375042229,264.3807064662057,0.4,1
2025-06-03 17:00:00,0.0,239.7727282212508,0.4,1
2025-06-03 17:15:00,0.0,254.48842959151233,0.4,1
2025-06-03 17:30:00,0.0,256.17897697497557,0.4,1
2025-06-03 17:45:00,0.0,272.7355570341471,0.4,1
2025-06-03 18:00:00,0.0,279.9177356262433,0.4,1
2025-06-03 18:15:00,0.0,288.1932170997381,0.4,1
2025-06-03 18:30:00,0.0,262.33987544922167,0.4,1
2025-06-03 18:45:00,0.0,257.9685104083104,0.4,1
2025-06-03 19:00:00,0.0,230.9209821933221,0.4,1
2025-06-03 19:15:00,0.0,226.8373973019969,0.4,1
2025-06-03 19:30:00,0.0,257.10899186486375,0.4,1
2025-06-03 19:45:00,0.0,228.61438379358836,0.4,1
2025-06-03 20:00:00,0.0,202.5895652661227,0.4,1
2025-06-03 20:15:00,0.0,192.5651776121869,0.4,1
2025-06-03 20:30:00,0.0,193.58766991158723,0.4,1
2025-06-03 20:45:00,0.0,201.60464817405054,0.4,1
2025-06-03 21:00:00,0.0,201.23754077017395,0.4,1
2025-06-03 21:15:00,0.0,192.94813605097576,0.4,1
2025-06-03 21:30:00,0.0,187.2979971412027,0.4,1
2025-06-03 21:45:00,0.0,214.2995196992047,0.4,1
2025-06-03 22:00:00,0.0,204.54429761753707,0.05,1
2025-06-03 22:15:00,0.0,196.26370962236345,0.05,1
